ags,quelle,datenstand,last_update,neuinfizierte_7,neuinfizierte_7_ht,neuinfizierte_7_vglvw_rel,neuinfizierte_7_ht_vglvw_abs,faelle_covid_aktuell,intensiv_betten_gesamt,faelle_covid_aktuell_beatmet,covid_to_intensiv_betten_percent,betten_frei_to_betten_gesamt_percent,ags_parent,hospitalisierte_7_ht_parent,hospitalisierte_7_ht,hospitalisierte_7_ht_nowcasting,hospitalisierte_7_ht_nowcasting_vglvw_rm,vollstaendig_rel,erstimpfung_rel,drittimpfung_rel,viertimpfung_rel,drittimpfung_1,drittimpfung_7,drittimpfung_7_vglvw_rel,drittimpfung_7_ds,erstimpfung_1,erstimpfung_7,erstimpfung_7_vglvw_rel,erstimpfung_7_ds,viertimpfung_1,viertimpfung_7,viertimpfung_7_vglvw_rel,viertimpfung_7_ds,vollstaendig_1,vollstaendig_7,vollstaendig_7_vglvw_rel,vollstaendig_7_ds,nicename,chart_id
00,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,459722,552.85,0.74,-198.96,,,,,,00,6.69,6.69,10.3,0.934,76.2,77.8,61.9,8,489,31618,0.895,4517,116,5262,0.788,752,1750,182417,0.901,26060,135,7489,0.833,1070,Deutschland,
01,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,12088,415.27,0.68,-193.24,31,702,15,4.4,20.5,00,6.69,5.98,9.4,0.769,79.8,80.9,69.9,15.6,82,970,0.925,139,12,125,0.687,18,59,7625,0.796,1089,3,194,0.924,28,Schleswig-Holstein,
01001,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,478,531.5,0.77,-160.12,2,42,1,4.8,11.9,01,5.98,,,,,,,,,,,,,,,,,,,,,,,,Flensburg,WyQWM
01002,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,712,288.73,0.64,-162.61,5,128,3,3.9,15.6,01,5.98,,,,,,,,,,,,,,,,,,,,,,,,Kiel,LpBfb
01003,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1197,554.56,0.81,-127.87,4,118,1,3.4,10.2,01,5.98,,,,,,,,,,,,,,,,,,,,,,,,Lübeck,9XT45
01004,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,318,397.97,0.73,-146.42,1,23,0,4.3,30.4,01,5.98,,,,,,,,,,,,,,,,,,,,,,,,Neumünster,EpYOp
01051,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,709,532.08,0.96,-23.26,2,35,1,5.7,2.9,01,5.98,,,,,,,,,,,,,,,,,,,,,,,,Dithmarschen,zTLkn
01053,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,735,369.06,0.52,-342.95,0,16,0,0,31.2,01,5.98,,,,,,,,,,,,,,,,,,,,,,,,Herzogtum Lauenburg,V510U
01054,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,701,419.39,0.63,-246.49,0,24,0,0,37.5,01,5.98,,,,,,,,,,,,,,,,,,,,,,,,Nordfriesland,33XTo
01055,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1054,523.11,0.76,-168.75,3,43,0,7,41.9,01,5.98,,,,,,,,,,,,,,,,,,,,,,,,Ostholstein,9RisB
01056,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1127,355.43,0.63,-205.31,2,37,1,5.4,21.6,01,5.98,,,,,,,,,,,,,,,,,,,,,,,,Pinneberg,gg0Fj
01057,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,449,347.11,0.59,-238.88,0,12,0,0,16.7,01,5.98,,,,,,,,,,,,,,,,,,,,,,,,Plön,wKNQX
01058,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1118,406.89,0.76,-127.38,8,43,6,18.6,30.2,01,5.98,,,,,,,,,,,,,,,,,,,,,,,,Rendsburg-Eckernförde,JUTEm
01059,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,967,477.18,0.79,-129.29,2,24,1,8.3,0,01,5.98,,,,,,,,,,,,,,,,,,,,,,,,Schleswig-Flensburg,D1u8u
01060,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1294,465.46,0.6,-308.99,2,84,1,2.4,36.9,01,5.98,,,,,,,,,,,,,,,,,,,,,,,,Segeberg,q1SEY
01061,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,501,383.3,0.58,-281.55,0,43,0,0,18.6,01,5.98,,,,,,,,,,,,,,,,,,,,,,,,Steinburg,tyN4d
01062,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,728,297.16,0.63,-172.25,0,30,0,0,16.7,01,5.98,,,,,,,,,,,,,,,,,,,,,,,,Stormarn,Wigzb
02,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,7067,381.49,0.69,-172.96,37,535,9,6.9,24.7,00,6.69,4.32,9.6,0.989,84.3,86.6,65.7,9.2,30,813,0.752,116,2,76,0.667,11,19,3755,0.921,536,2,113,0.79,16,Hamburg,
02000,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,7067,381.49,0.69,-172.96,36,535,9,6.7,24.1,02,4.32,,,,,,,,,,,,,,,,,,,,,,,,Hamburg,CX2YD
03,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,47969,599.36,0.68,-283.82,91,1973,30,4.6,19.7,00,6.69,3.85,6.3,0.926,77.7,79.9,66.6,11.1,6,2620,0.918,374,4,294,0.742,42,18,19101,0.821,2729,8,497,0.715,71,Niedersachsen,
03101,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1854,745.89,0.79,-196.73,8,130,4,6.2,26.2,03,3.85,,,,,,,,,,,,,,,,,,,,,,,,Braunschweig,VNTNJ
03102,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,736,708.61,0.75,-236.84,0,28,0,0,10.7,03,3.85,,,,,,,,,,,,,,,,,,,,,,,,Salzgitter,i336o
03103,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,711,574.13,0.72,-224.48,3,29,2,10.3,20.7,03,3.85,,,,,,,,,,,,,,,,,,,,,,,,Wolfsburg,P6Chx
03151,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1002,565.38,0.75,-186.2,2,12,2,16.7,16.7,03,3.85,,,,,,,,,,,,,,,,,,,,,,,,Gifhorn,TGEf2
03153,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,973,722.41,0.64,-399.44,1,25,0,4,4,03,3.85,,,,,,,,,,,,,,,,,,,,,,,,Goslar,hHBe9
03154,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,517,564.92,0.66,-291.75,1,14,0,7.1,7.1,03,3.85,,,,,,,,,,,,,,,,,,,,,,,,Helmstedt,bvcFK
03155,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,817,620.01,0.6,-412.08,1,21,0,4.8,38.1,03,3.85,,,,,,,,,,,,,,,,,,,,,,,,Northeim,1y3Kg
03157,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,964,709.64,0.54,-592.59,1,14,1,7.1,28.6,03,3.85,,,,,,,,,,,,,,,,,,,,,,,,Peine,dfXYv
03158,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,870,728.88,0.65,-385.39,0,16,0,0,43.8,03,3.85,,,,,,,,,,,,,,,,,,,,,,,,Wolfenbüttel,iBheo
03159,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,2303,711.02,0.66,-369.25,9,124,1,7.3,15.3,03,3.85,,,,,,,,,,,,,,,,,,,,,,,,Göttingen,p794C
03241,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,6684,578.54,0.77,-168.18,17,375,8,4.5,14.1,03,3.85,,,,,,,,,,,,,,,,,,,,,,,,Region Hannover,JNcIm
03251,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1636,750.21,0.76,-235.7,0,18,0,0,38.9,03,3.85,,,,,,,,,,,,,,,,,,,,,,,,Diepholz,p0pB4
03252,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,975,656.21,0.81,-152.11,2,71,0,2.8,16.9,03,3.85,,,,,,,,,,,,,,,,,,,,,,,,Hameln-Pyrmont,ZdHjA
03254,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,2232,810.27,0.71,-324.54,3,73,1,4.1,41.1,03,3.85,,,,,,,,,,,,,,,,,,,,,,,,Hildesheim,a5ugN
03255,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,393,559.77,0.72,-215.08,1,10,0,10,20,03,3.85,,,,,,,,,,,,,,,,,,,,,,,,Holzminden,3rUtL
03256,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1050,863.17,0.83,-181.68,0,16,0,0,31.2,03,3.85,,,,,,,,,,,,,,,,,,,,,,,,Nienburg (Weser),uEagu
03257,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1332,840.88,0.61,-541.01,0,24,0,0,16.7,03,3.85,,,,,,,,,,,,,,,,,,,,,,,,Schaumburg,n3eM3
03351,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1142,636.62,0.74,-228.56,2,38,1,5.3,36.8,03,3.85,,,,,,,,,,,,,,,,,,,,,,,,Celle,LSDTA
03352,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1509,758.96,0.9,-79.97,2,12,0,16.7,16.7,03,3.85,,,,,,,,,,,,,,,,,,,,,,,,Cuxhaven,hGEwC
03353,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1222,477.31,0.61,-307.01,2,29,0,6.9,3.4,03,3.85,,,,,,,,,,,,,,,,,,,,,,,,Harburg,5Lbcn
03354,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,239,492.75,0.69,-222.67,0,5,0,0,0,03,3.85,,,,,,,,,,,,,,,,,,,,,,,,Lüchow-Dannenberg,YxcLZ
03355,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,996,540.61,0.62,-326.21,2,38,0,5.3,7.9,03,3.85,,,,,,,,,,,,,,,,,,,,,,,,Lüneburg,q9xXy
03356,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,750,654.22,0.66,-333.22,0,9,0,0,0,03,3.85,,,,,,,,,,,,,,,,,,,,,,,,Osterholz,OG79M
03357,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,817,496.7,0.6,-338.02,1,30,0,3.3,33.3,03,3.85,,,,,,,,,,,,,,,,,,,,,,,,Rotenburg (Wümme),0GuK1
03358,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,688,488.34,0.59,-338.57,2,22,1,9.1,22.7,03,3.85,,,,,,,,,,,,,,,,,,,,,,,,Heidekreis,cLqog
03359,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1045,508.87,0.6,-342.33,1,26,1,3.8,46.2,03,3.85,,,,,,,,,,,,,,,,,,,,,,,,Stade,4KcaZ
03360,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,658,710.84,0.75,-239.83,1,76,0,1.3,7.9,03,3.85,,,,,,,,,,,,,,,,,,,,,,,,Uelzen,sW25b
03361,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,890,646.92,0.88,-92.31,1,14,0,7.1,14.3,03,3.85,,,,,,,,,,,,,,,,,,,,,,,,Verden,WQ5d5
03401,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,618,797.39,1.02,18.06,1,13,0,7.7,0,03,3.85,,,,,,,,,,,,,,,,,,,,,,,,Delmenhorst,or40A
03402,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,220,441.11,0.49,-455.15,1,13,0,7.7,23.1,03,3.85,,,,,,,,,,,,,,,,,,,,,,,,Emden,ermFp
03403,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,796,469.33,0.52,-432.18,6,109,4,5.5,5.5,03,3.85,,,,,,,,,,,,,,,,,,,,,,,,Oldenburg (Oldenburg),lI8Lq
03404,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,646,393.37,0.67,-195.47,3,103,1,2.9,9.7,03,3.85,,,,,,,,,,,,,,,,,,,,,,,,Osnabrück (Stadt),JqCHY
03405,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,363,482.78,0.59,-333.83,0,23,0,0,26.1,03,3.85,,,,,,,,,,,,,,,,,,,,,,,,Wilhelmshaven,pomxq
03451,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,792,630.36,0.7,-269.81,0,35,0,0,0,03,3.85,,,,,,,,,,,,,,,,,,,,,,,,Ammerland,0YTzK
03452,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1214,638.35,0.53,-564.21,2,36,2,5.6,19.4,03,3.85,,,,,,,,,,,,,,,,,,,,,,,,Aurich,7pWGH
03453,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,593,343.51,0.49,-360.88,2,24,0,8.3,41.7,03,3.85,,,,,,,,,,,,,,,,,,,,,,,,Cloppenburg,Hq7K9
03454,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1388,421.97,0.61,-270.27,3,81,0,3.7,33.3,03,3.85,,,,,,,,,,,,,,,,,,,,,,,,Emsland,N8RSN
03455,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,570,575.93,0.54,-496.1,1,31,0,3.2,32.3,03,3.85,,,,,,,,,,,,,,,,,,,,,,,,Friesland,3aDB7
03456,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,595,431.5,0.54,-366.96,0,27,0,0,14.8,03,3.85,,,,,,,,,,,,,,,,,,,,,,,,Grafschaft Bentheim,9G8aP
03457,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,614,358.05,0.69,-160.37,0,27,0,0,33.3,03,3.85,,,,,,,,,,,,,,,,,,,,,,,,Leer,cjC8y
03458,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,829,630.58,0.84,-121.7,0,5,0,0,0,03,3.85,,,,,,,,,,,,,,,,,,,,,,,,Oldenburg,3UVZP
03459,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1702,473.47,0.68,-219.49,8,82,1,9.8,18.3,03,3.85,,,,,,,,,,,,,,,,,,,,,,,,Osnabrück,h9DTE
03460,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,760,528.89,0.56,-418.93,1,38,1,2.6,44.7,03,3.85,,,,,,,,,,,,,,,,,,,,,,,,Vechta,Fsup7
03461,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,411,464.28,0.63,-274.5,0,11,0,0,18.2,03,3.85,,,,,,,,,,,,,,,,,,,,,,,,Wesermarsch,tVH7E
03462,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,853,1486.48,0.54,-1251.22,1,8,0,12.5,25,03,3.85,,,,,,,,,,,,,,,,,,,,,,,,Wittmund,QRALB
04,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,4099,602.68,0.79,-158.21,12,183,5,6.6,10.4,00,6.69,5.59,8.8,1.598,87.6,91.2,66.2,12.8,22,448,1.077,64,8,100,0.142,14,108,2340,0.998,334,9,86,0.248,12,Bremen,
04011,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,3555,627.46,0.82,-141.2,8,141,3,5.7,9.2,04,5.59,,,,,,,,,,,,,,,,,,,,,,,,Bremen,AmTbT
04012,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,544,479.05,0.66,-243.05,4,42,2,9.5,14.3,04,5.59,,,,,,,,,,,,,,,,,,,,,,,,Bremerhaven,AJhv6
05,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,80241,447.63,0.76,-141.01,312,5602,103,5.6,15.2,00,6.69,7.16,11.1,0.922,79.3,81.7,65.2,11.1,66,5218,1.036,745,6,753,0.867,108,567,41282,0.948,5897,13,987,0.937,141,Nordrhein-Westfalen,
05111,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,2802,451.55,0.79,-119.25,17,296,7,5.7,11.8,05,7.16,,,,,,,,,,,,,,,,,,,,,,,,Düsseldorf,yY2Lg
05112,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1683,339.39,0.99,-3.23,7,161,1,4.3,19.3,05,7.16,,,,,,,,,,,,,,,,,,,,,,,,Duisburg,9pDSY
05113,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,2759,473.72,0.81,-113.84,24,339,9,7.1,8.3,05,7.16,,,,,,,,,,,,,,,,,,,,,,,,Essen,4kZQy
05114,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,731,322.25,0.61,-203.22,1,86,0,1.2,11.6,05,7.16,,,,,,,,,,,,,,,,,,,,,,,,Krefeld,FmWi5
05116,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1113,428.63,0.72,-165.98,6,82,2,7.3,6.1,05,7.16,,,,,,,,,,,,,,,,,,,,,,,,Mönchengladbach,m3PYC
05117,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,887,518.95,1.65,204.19,2,36,1,5.6,22.2,05,7.16,,,,,,,,,,,,,,,,,,,,,,,,Mülheim an der Ruhr,IEMyd
05119,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,693,330.68,0.73,-125.02,6,67,2,9,17.9,05,7.16,,,,,,,,,,,,,,,,,,,,,,,,Oberhausen,LNRlw
05120,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,571,512.03,0.86,-82.5,2,28,0,7.1,32.1,05,7.16,,,,,,,,,,,,,,,,,,,,,,,,Remscheid,FfG6M
05122,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,991,622.51,0.89,-77.26,7,72,2,9.7,15.3,05,7.16,,,,,,,,,,,,,,,,,,,,,,,,Solingen,6S0sY
05124,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1505,423.94,0.66,-216.9,15,134,2,11.2,11.2,05,7.16,,,,,,,,,,,,,,,,,,,,,,,,Wuppertal,soVeS
05154,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1194,380.76,0.8,-97.26,3,66,1,4.5,27.3,05,7.16,,,,,,,,,,,,,,,,,,,,,,,,Kleve,aKua9
05158,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,2028,418.73,0.63,-241.16,1,53,0,1.9,26.4,05,7.16,,,,,,,,,,,,,,,,,,,,,,,,Mettmann,KV6M2
05162,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1708,377.88,0.68,-175,4,98,2,4.1,16.3,05,7.16,,,,,,,,,,,,,,,,,,,,,,,,Rhein-Kreis Neuss,BKcqq
05166,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1339,448.52,0.73,-164.8,1,31,0,3.2,32.3,05,7.16,,,,,,,,,,,,,,,,,,,,,,,,Viersen,keVFG
05170,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1999,434.46,0.7,-188.21,8,125,4,6.4,28.8,05,7.16,,,,,,,,,,,,,,,,,,,,,,,,Wesel,hQVEp
05314,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1484,448.91,0.68,-209.93,16,277,5,5.8,6.9,05,7.16,,,,,,,,,,,,,,,,,,,,,,,,Bonn,cXaKr
05315,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,4204,388,0.71,-156.9,26,321,10,8.1,7.5,05,7.16,,,,,,,,,,,,,,,,,,,,,,,,Köln,tPzmG
05316,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,813,496.02,0.88,-65.89,0,66,0,0,28.8,05,7.16,,,,,,,,,,,,,,,,,,,,,,,,Leverkusen,jqNwU
05334,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,2387,428.83,0.76,-133.84,12,269,7,4.5,10.4,05,7.16,,,,,,,,,,,,,,,,,,,,,,,,Städteregion Aachen,DFvyK
05358,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1495,563.85,0.76,-179.15,5,54,1,9.3,5.6,05,7.16,,,,,,,,,,,,,,,,,,,,,,,,Düren,7PGIh
05362,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,2140,455.7,0.68,-215.71,0,58,0,0,19,05,7.16,,,,,,,,,,,,,,,,,,,,,,,,Rhein-Erft-Kreis,2t6kp
05366,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1206,620.5,0.82,-134.29,1,28,0,3.6,25,05,7.16,,,,,,,,,,,,,,,,,,,,,,,,Euskirchen,owaic
05370,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1810,705.77,0.87,-102.94,2,36,0,5.6,5.6,05,7.16,,,,,,,,,,,,,,,,,,,,,,,,Heinsberg,cUZ59
05374,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1020,375.42,0.72,-146.12,1,49,1,2,22.4,05,7.16,,,,,,,,,,,,,,,,,,,,,,,,Oberbergischer Kreis,C6Cfh
05378,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1120,395.38,0.74,-141.91,3,31,2,9.7,12.9,05,7.16,,,,,,,,,,,,,,,,,,,,,,,,Rheinisch-Bergischer Kreis,mGguD
05382,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1983,330.29,0.59,-225.19,3,87,0,3.4,20.7,05,7.16,,,,,,,,,,,,,,,,,,,,,,,,Rhein-Sieg-Kreis,A68Yp
05512,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,422,359.49,0.66,-184.86,3,43,1,7,25.6,05,7.16,,,,,,,,,,,,,,,,,,,,,,,,Bottrop,c4DzQ
05513,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1009,389.42,0.69,-170.97,6,84,3,7.1,19,05,7.16,,,,,,,,,,,,,,,,,,,,,,,,Gelsenkirchen,fdKBX
05515,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1532,484.19,0.73,-178.25,4,211,0,1.9,7.6,05,7.16,,,,,,,,,,,,,,,,,,,,,,,,Münster,Fe3bJ
05554,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1841,495.03,0.96,-21.24,8,62,2,12.9,19.4,05,7.16,,,,,,,,,,,,,,,,,,,,,,,,Borken,wxJbK
